names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000042292,4.303567,1.3839444,1.6807009438080773e-05,0.00013570390378628926
ENSMUSG00000030057,4.3033404,1.0758296,1.682419605554637e-05,0.00013582183797235259
ENSMUSG00000022974,4.3019824,0.8301363,1.6927668008952193e-05,0.00013661526116516524
ENSMUSG00000037486,4.3019824,0.5839922,1.6927668008952193e-05,0.00013661526116516524
ENSMUSG00000033124,4.2983613,0.775288,1.72065663411553e-05,0.00013884482997593902
ENSMUSG00000091449,4.298248,1.0697066,1.7215352079259244e-05,0.0001388944316437599
ENSMUSG00000031314,4.297456,0.4444977,1.727697204636782e-05,0.00013937022231917497
ENSMUSG00000031565,4.2970033,0.71742296,1.7312277758406573e-05,0.00013961223411850594
ENSMUSG00000054723,4.2970033,0.5583129,1.7312277758406573e-05,0.00013961223411850594
ENSMUSG00000002413,4.296777,0.49854207,1.7329956384531414e-05,0.00013973339219610837
ENSMUSG00000081810,4.2964373,0.79798526,1.7356506580826794e-05,0.00013992603467428383
ENSMUSG00000055912,4.2963243,0.6432682,1.736536525606956e-05,0.00013997601311155854
ENSMUSG00000040818,4.2957582,0.24681087,1.7409723295019556e-05,0.00014031208013422897
ENSMUSG00000035929,4.2953057,0.0002444341,1.7445287440501722e-05,0.00014057718152453287
ENSMUSG00000021868,4.2947397,1.0555712,1.7489839973911323e-05,0.00014091462067454408
ENSMUSG00000030008,4.292929,0.93504333,1.76331377634991e-05,0.0001420474195469144
ENSMUSG00000038894,4.2925897,1.2002802,1.7660130340414995e-05,0.00014224309420016583
ENSMUSG00000050288,4.292476,0.109106146,1.7669136611479588e-05,0.00014229386087543446
ENSMUSG00000022895,4.291571,-0.06536443,1.7741344487252853e-05,0.0001428535120745053
ENSMUSG00000001521,4.286818,1.2618175,1.8125071736470144e-05,0.0001459209660325547
ENSMUSG00000071141,4.2856865,0.1561141,1.8217593892315966e-05,0.00014664341216026047
ENSMUSG00000037621,4.284894,1.1351054,1.828262692515837e-05,0.00014714439615177923
ENSMUSG00000015090,4.284102,1.9320704,1.834788108128653e-05,0.00014764700635905788
ENSMUSG00000020661,4.282178,0.48726133,1.8507280428265256e-05,0.00014890694170317486
ENSMUSG00000039782,4.2816124,1.1189691,1.8554413074890542e-05,0.00014926334809872209
ENSMUSG00000083364,4.2811594,1.5487558,1.859220149535937e-05,0.00014954448623315033
ENSMUSG00000042046,4.28082,0.6859521,1.862059090893871e-05,0.00014974995005086295
ENSMUSG00000037972,4.2804804,0.978524,1.864902161256188e-05,0.00014995568310400352
ENSMUSG00000054702,4.2802544,1.6602174,1.8667998381922463e-05,0.0001500853463923737
ENSMUSG00000034083,4.2798014,0.10879626,1.870600711709655e-05,0.00015036795824915913
ENSMUSG00000062075,4.2791224,1.085304,1.8763158464009536e-05,0.00015080433790068805
ENSMUSG00000024382,4.2784433,0.70155376,1.8820476109517818e-05,0.00015124192068711144
ENSMUSG00000078153,4.275954,0.04531058,1.903207099093828e-05,0.00015291895720943784
ENSMUSG00000022390,4.2755013,0.39563975,1.9070785428074493e-05,0.00015320663336265705
ENSMUSG00000059142,4.2750483,0.30286664,1.910957486591858e-05,0.00015349482414809865
ENSMUSG00000040631,4.2743692,0.5349073,1.9167899949493038e-05,0.00015393982022299596
ENSMUSG00000026547,4.274143,0.9666317,1.9187379293299217e-05,0.00015407275308651375
ENSMUSG00000038533,4.272106,0.34508178,1.936354386111924e-05,0.00015546362029802814
ENSMUSG00000057322,4.2718797,0.97151417,1.9383212516341853e-05,0.00015559779991004572
ENSMUSG00000042050,4.26939,1.3502622,1.960082730669045e-05,0.00015732069931609615
ENSMUSG00000073559,4.2684846,1.0578877,1.9680535292447976e-05,0.00015793637073536996
ENSMUSG00000030527,4.268032,0.65721136,1.9720504948931058e-05,0.00015823300281889255
ENSMUSG00000028896,4.2679186,2.0384862,1.9730509435196907e-05,0.0001582891471774157
ENSMUSG00000040325,4.26724,1.1675922,1.9790637928693684e-05,0.0001587473358754527
ENSMUSG00000020692,4.266108,1.9493191,1.989124004276197e-05,0.00015952998794618604
ENSMUSG00000038697,4.2656555,0.6880742,1.993161708746211e-05,0.00015982946328696763
ENSMUSG00000008683,4.263845,0.27849475,2.0093907106227144e-05,0.00016110630532267662
ENSMUSG00000031428,4.2637315,2.713017,2.0104091900457075e-05,0.00016116341475364888
ENSMUSG00000078234,4.2635055,1.538328,2.012447623780357e-05,0.00016127769964266575
ENSMUSG00000003810,4.2635055,0.86260617,2.012447623780357e-05,0.00016127769964266575
ENSMUSG00000032897,4.2622604,0.22408722,2.0236942357334517e-05,0.00016215431540883844
ENSMUSG00000031885,4.259884,-0.117391676,2.0453314378643962e-05,0.0001638631134907616
ENSMUSG00000068015,4.258526,0.25134844,2.0577942665547905e-05,0.00016483649218441328
ENSMUSG00000029345,4.2582994,0.61509997,2.059878421553482e-05,0.00016497833322715928
ENSMUSG00000063428,4.2580733,1.605605,2.0619645862491774e-05,0.00016512029204596333
ENSMUSG00000045039,4.2576203,0.8427141,2.0661429520569022e-05,0.0001654297237974857
ENSMUSG00000044751,4.2573943,2.4733098,2.0682351568354377e-05,0.00016557205431968076
ENSMUSG00000040359,4.257055,0.4233681,2.0713772465087124e-05,0.00016579837704871136
ENSMUSG00000111336,4.2569413,0.708421,2.0724256193199264e-05,0.00016585706993845772
ENSMUSG00000029924,4.2568283,0.8491366,2.0734744973076288e-05,0.00016591578540633072
ENSMUSG00000052488,4.256489,0.25902298,2.0766241646299217e-05,0.0001661425589443085
ENSMUSG00000038844,4.2562623,1.181597,2.0787264729461953e-05,0.00016628548120060173
ENSMUSG00000039828,4.2561493,0.9855995,2.079778386825909e-05,0.00016634434762037464
ENSMUSG00000102252,4.255131,1.3834385,2.0892684449249172e-05,0.00016707799128998474
ENSMUSG00000037373,4.254565,0.35001528,2.0945584990196248e-05,0.00016747559039100254
ENSMUSG00000029613,4.2542253,0.20096423,2.0977386499441863e-05,0.0001677043918263399
ENSMUSG00000018068,4.253433,1.9157556,2.105176888267426e-05,0.00016827348624273993
ENSMUSG00000034687,4.252641,0.79569405,2.1126402318480767e-05,0.00016881878130189064
ENSMUSG00000008200,4.252641,0.72014105,2.1126402318480767e-05,0.00016881878130189064
ENSMUSG00000026842,4.252075,0.67536765,2.1179866064390568e-05,0.00016922031423273557
ENSMUSG00000041966,4.251509,1.390584,2.1233458599056924e-05,0.0001696227541083564
ENSMUSG00000026659,4.25083,0.6865405,2.129794005445743e-05,0.0001701120444167559
ENSMUSG00000044308,4.250604,0.55876744,2.131947526679434e-05,0.0001702582157704426
ENSMUSG00000059173,4.2496986,1.8644898,2.14058235877405e-05,0.0001709218644363333
ENSMUSG00000028848,4.2490196,1.4949162,2.1470803202222278e-05,0.00017141471217233003
ENSMUSG00000044533,4.248567,0.07670778,2.1514227216497564e-05,0.00017173534482371337
ENSMUSG00000028701,4.2483406,1.058554,2.1535970561897418e-05,0.00017188284253161982
ENSMUSG00000026836,4.2482276,1.533456,2.1546850077468673e-05,0.00017191753837769304
ENSMUSG00000028636,4.2482276,0.7320955,2.1546850077468673e-05,0.00017191753837769304
ENSMUSG00000040767,4.247888,1.0319707,2.15795200241758e-05,0.00017215210912284288
ENSMUSG00000043587,4.2474356,1.5419302,2.1623153308553026e-05,0.00017247405630383346
ENSMUSG00000029701,4.245851,-0.028223712,2.177653210520795e-05,0.0001736711430135948
ENSMUSG00000037214,4.245738,0.7243996,2.178752726972924e-05,0.00017373250800931195
ENSMUSG00000062116,4.243814,1.3908628,2.1975255519044947e-05,0.00017520290056050435
ENSMUSG00000039004,4.2433615,0.3837409,2.201965009050301e-05,0.00017553025930088087
ENSMUSG00000032006,4.241098,0.30858445,2.224290641518323e-05,0.00017728310449266875
ENSMUSG00000021258,4.2408714,0.98810613,2.226535016202583e-05,0.0001774351205342001
ENSMUSG00000022426,4.2407584,0.3524073,2.2276580116717604e-05,0.00017749774008833603
ENSMUSG00000020818,4.239061,0.5163492,2.2445677699934463e-05,0.0001787639115469436
ENSMUSG00000031665,4.239061,1.3467752,2.2445677699934463e-05,0.0001787639115469436
ENSMUSG00000024422,4.238382,0.65222245,2.2513658204199026e-05,0.000179251083532933
ENSMUSG00000042225,4.238382,4.2267947,2.2513658204199026e-05,0.000179251083532933
ENSMUSG00000056602,4.2381554,0.30198213,2.2536361884474446e-05,0.0001794047102467025
ENSMUSG00000074102,4.2380424,0.8854284,2.2547721894239044e-05,0.00017946800085062245
ENSMUSG00000061979,4.2352133,0.64150417,2.283349972778006e-05,0.00018171516354270205
ENSMUSG00000101059,4.234987,0.61276716,2.2856510256480832e-05,0.00018187078969918746
ENSMUSG00000046822,4.2340813,0.71106577,2.294877324046152e-05,0.00018257733196567905
ENSMUSG00000029512,4.2338552,0.36024848,2.2971894303782708e-05,0.00018273366005348447
ENSMUSG00000017831,4.2322707,0.5162489,2.3134363547954543e-05,0.000183998241116672
ENSMUSG00000044339,4.231139,2.4200273,2.3251081840714142e-05,0.00018489861667439638
ENSMUSG00000019303,4.229781,1.7792232,2.3391883510398594e-05,0.00018599020852769492
ENSMUSG00000021635,4.229668,0.7037449,2.340365353481019e-05,0.0001860556875786542
ENSMUSG00000027088,4.2286496,0.86350447,2.350983764633494e-05,0.0001868716119529577
ENSMUSG00000052085,4.227744,0.9967398,2.3604608223758698e-05,0.00018759658137788962
ENSMUSG00000034290,4.2275176,0.5849291,2.3628357603772635e-05,0.00018775697929229718
ENSMUSG00000042289,4.225707,0.3130456,2.3819172842468006e-05,0.0001892446764884749
ENSMUSG00000041594,4.225594,1.2024281,2.383114734803472e-05,0.00018931123933159608
ENSMUSG00000036435,4.225141,0.60989165,2.3879102672376155e-05,0.00018966356545392955
ENSMUSG00000002546,4.2218595,0.31932878,2.4229534753003036e-05,0.00019241789246515807
ENSMUSG00000030259,4.2207274,1.0877358,2.435150381566536e-05,0.00019335733215286797
ENSMUSG00000102049,4.2200484,0.388098,2.4424965396142525e-05,0.00019391138440291974
ENSMUSG00000031783,4.219709,0.04562821,2.4461775201791026e-05,0.0001941743326076719
ENSMUSG00000029787,4.219596,1.1756656,2.4474056860592257e-05,0.00019424252969151598
ENSMUSG00000021993,4.21903,0.8360142,2.4535553200462918e-05,0.00019470124804154472
ENSMUSG00000034574,4.217446,1.2435635,2.470852597539213e-05,0.00019604431312040098
ENSMUSG00000038587,4.2171063,0.5852829,2.4745742195357454e-05,0.00019631000545513712
ENSMUSG00000029554,4.216201,1.244333,2.4845246328359962e-05,0.00019706967838148808
ENSMUSG00000026047,4.2120137,1.2961118,2.531042463901117e-05,0.00020072917150805965
ENSMUSG00000102758,4.2119007,2.3853269,2.5323111279467098e-05,0.000200799530778251
ENSMUSG00000066441,4.2112217,1.1262009,2.5399358237627038e-05,0.0002013434668969483
ENSMUSG00000084384,4.2112217,0.3182712,2.5399358237627038e-05,0.0002013434668969483
ENSMUSG00000061809,4.210882,2.5583606,2.5437563556371014e-05,0.0002016159607518664
ENSMUSG00000032812,4.2107687,1.1493759,2.5450310805198444e-05,0.00020168662444179845
ENSMUSG00000082044,4.208958,1.1086768,2.565509496171182e-05,0.00020327887677324454
ENSMUSG00000060860,4.208845,0.1946904,2.566794587224931e-05,0.00020335009014625446
ENSMUSG00000025969,4.2085056,0.56241435,2.5706535349578044e-05,0.0002036251609722182
ENSMUSG00000055485,4.208392,0.5212961,2.5719410766437295e-05,0.00020369649489951754
ENSMUSG00000001632,4.2066946,1.5877002,2.5913279581201635e-05,0.00020520105070499913
ENSMUSG00000097536,4.206129,0.68331456,2.597821080500802e-05,0.0002056842815782795
ENSMUSG00000022836,4.2057896,-0.061555352,2.6017243782938164e-05,0.00020590041253326316
ENSMUSG00000032264,4.2057896,1.8030734,2.6017243782938164e-05,0.00020590041253326316
ENSMUSG00000010660,4.2057896,0.8347449,2.6017243782938164e-05,0.00020590041253326316
ENSMUSG00000037824,4.205563,-0.16152918,2.6043296749414763e-05,0.0002060756115006307
ENSMUSG00000022263,4.2051105,0.52264047,2.6095477137459696e-05,0.00020645746800050034
ENSMUSG00000018909,4.204884,0.39849228,2.6121604603628487e-05,0.0002066331199153275
ENSMUSG00000037287,4.2044315,0.3749114,2.617393419190014e-05,0.00020701595794513235
ENSMUSG00000071533,4.2039785,0.4926889,2.6226363470490887e-05,0.00020739946929578703
ENSMUSG00000020741,4.202847,0.6892891,2.6357873988530577e-05,0.00020840815010669906
ENSMUSG00000030557,4.2019415,0.0008422517,2.6463533702380793e-05,0.00020921215980151926
ENSMUSG00000107928,4.2017155,1.1278087,2.6490011499030486e-05,0.00020939003533007486
ENSMUSG00000038764,4.2010365,1.8325149,2.6569596134018633e-05,0.0002099875768934241
ENSMUSG00000101174,4.19866,0.80249,2.684993670591324e-05,0.00021217133590338525
ENSMUSG00000027940,4.1977544,0.3008467,2.6957471160776287e-05,0.00021298911017991902
ENSMUSG00000027263,4.197528,1.5103921,2.6984418694344997e-05,0.00021317002287191104
ENSMUSG00000008206,4.1970754,0.28147614,2.7038390625845778e-05,0.00021356433508133528
ENSMUSG00000008976,4.196849,1.4151717,2.7065415069722797e-05,0.0002137457145701319
ENSMUSG00000030213,4.195378,0.4157102,2.7241701001573218e-05,0.00021510563665148633
ENSMUSG00000051910,4.1949253,0.71194285,2.7296162110372974e-05,0.00021547102412141449
ENSMUSG00000099764,4.1949253,0.30833176,2.7296162110372974e-05,0.00021547102412141449
ENSMUSG00000000384,4.194699,0.9090317,2.7323431471744346e-05,0.0002156539419623235
ENSMUSG00000034801,4.194586,0.7573305,2.7337075864313044e-05,0.0002157292841370287
ENSMUSG00000078954,4.1943593,1.6989179,2.7364384087715996e-05,0.00021591241505636625
ENSMUSG00000092486,4.193341,2.545223,2.7487592399427757e-05,0.000216852055386133
ENSMUSG00000014313,4.1925488,1.081573,2.758378556218965e-05,0.00021757832112264563
ENSMUSG00000029829,4.192096,1.4114553,2.7638896698484977e-05,0.00021798036658996931
ENSMUSG00000025817,4.191643,1.8123014,2.769411251575929e-05,0.00021838311706060014
ENSMUSG00000024642,4.1913037,0.070637554,2.773559318838884e-05,0.00021867745402397168
ENSMUSG00000004895,4.18938,0.5410255,2.7971768390301633e-05,0.00022050651505045932
ENSMUSG00000042063,4.1891537,1.0466646,2.7999679077953538e-05,0.00022069348726372603
ENSMUSG00000015016,4.188135,1.3183084,2.8125605159082038e-05,0.000221652845209379
ENSMUSG00000026791,4.1863246,0.55741215,2.835080429080684e-05,0.00022336071466111493
ENSMUSG00000021028,4.1863246,0.60923725,2.835080429080684e-05,0.00022336071466111493
ENSMUSG00000032519,4.1856456,0.42049345,2.843569507627419e-05,0.00022399599611415272
ENSMUSG00000033707,4.185532,0.862325,2.84498670129829e-05,0.00022407409847304626
ENSMUSG00000046351,4.1849666,1.3035834,2.8520827472678398e-05,0.0002245657853181601
ENSMUSG00000025474,4.1845136,1.4417111,2.857771695199239e-05,0.00022498006423647498
ENSMUSG00000024742,4.1842875,1.6594191,2.8606202128315428e-05,0.00022517063783849425
ENSMUSG00000026608,4.1838346,1.2435404,2.8663253474749155e-05,0.00022558597636018193
ENSMUSG00000043252,4.1836085,0.6919841,2.8691819693102138e-05,0.00022577704012051488
ENSMUSG00000035873,4.183382,0.09665069,2.872041297374075e-05,0.00022596825968397878
ENSMUSG00000054499,4.1817975,0.8467952,2.8921325715139904e-05,0.00022751500528203614
ENSMUSG00000060739,4.180553,0.9980269,2.908012224308454e-05,0.0002287300230703822
ENSMUSG00000039989,4.1796474,0.16236046,2.919613081139911e-05,0.00022960817890165896
ENSMUSG00000022000,4.1795344,-0.13136567,2.9210662774512996e-05,0.00022968814547344874
ENSMUSG00000035757,4.1784024,0.89186007,2.9356361043344376e-05,0.00023079931588909254
ENSMUSG00000030287,4.177384,0.79523844,2.948807984734286e-05,0.00023180026446307326
ENSMUSG00000040139,4.1761394,0.9669223,2.9649832419814973e-05,0.00023303696867991351
ENSMUSG00000111446,4.174329,0.11092504,2.988661502595025e-05,0.0002348629245305938
ENSMUSG00000033444,4.1742153,0.4516528,2.9901473454943023e-05,0.000234944612147243
ENSMUSG00000060935,4.173084,0.76297426,3.0050444395258844e-05,0.0002360798792819171
ENSMUSG00000052914,4.1728573,1.3985714,3.0080323106319718e-05,0.00023627934442982311
ENSMUSG00000036002,4.1716127,0.94332546,3.0245161355004732e-05,0.00023753869189525948
ENSMUSG00000025893,4.1709337,1.5211833,3.033543459530559e-05,0.00023821213417253546
ENSMUSG00000041671,4.170707,1.0727849,3.0365582536272344e-05,0.00023841330584415738
ENSMUSG00000061410,4.170028,0.37920162,3.0456197296281584e-05,0.0002390890978205932
ENSMUSG00000054894,4.167991,1.6066923,3.072958595533086e-05,0.0002411992970988361
ENSMUSG00000029322,4.1676517,-0.16629943,3.07753768568196e-05,0.00024152269811175732
ENSMUSG00000005410,4.1670856,2.7777367,3.085183915133845e-05,0.00024208667346002546
ENSMUSG00000018846,4.166633,0.6590052,3.0913138930607396e-05,0.00024249537716117004
ENSMUSG00000079523,4.166633,0.38125533,3.0913138930607396e-05,0.00024249537716117004
ENSMUSG00000057667,4.166067,0.46453947,3.098992642146591e-05,0.0002430615060527909
ENSMUSG00000015890,4.1657276,1.4282627,3.103608587934835e-05,0.00024338727895491358
ENSMUSG00000037519,4.1655016,0.8946615,3.1066895139703074e-05,0.0002435925953483407
ENSMUSG00000024725,4.1650486,0.8284177,3.1128600868803936e-05,0.00024404007079689664
ENSMUSG00000018983,4.163917,2.4257298,3.1283375114089996e-05,0.0002452169370819421
ENSMUSG00000035601,4.1635776,0.9141132,3.132994979545247e-05,0.0002455454492902675
ENSMUSG00000035139,4.1627855,0.5624806,3.143888041335069e-05,0.00024636249954401176
ENSMUSG00000057229,4.1614275,0.63421947,3.16264563447855e-05,0.0002477954980893316
ENSMUSG00000025453,4.1607485,1.8039001,3.172064259999432e-05,0.00024849646433893456
ENSMUSG00000030323,4.1600695,0.93495524,3.1815095325565366e-05,0.0002491993091601873
ENSMUSG00000005233,4.159277,2.1435251,3.1925627908604726e-05,0.0002500278754050466
ENSMUSG00000062270,4.1566744,0.2196695,3.2291380928421496e-05,0.00025285467517827934
ENSMUSG00000051675,4.1559954,0.3614237,3.238744745266821e-05,0.0002535691929374749
ENSMUSG00000054855,4.155769,0.2873306,3.241952992045052e-05,0.00025378262595074857
ENSMUSG00000021519,4.1553164,0.37849942,3.2483785455986514e-05,0.00025424781133997115
ENSMUSG00000020427,4.153732,0.7635578,3.270963394498583e-05,0.000255977444592369
ENSMUSG00000005142,4.152374,0.1703765,3.290440489388972e-05,0.0002574633946773865
ENSMUSG00000039693,4.1514688,1.0805368,3.303486373029243e-05,0.00025844576208496913
ENSMUSG00000014547,4.1511292,1.4258837,3.3083912352091365e-05,0.00025879102549631163
ENSMUSG00000025224,4.1494317,0.6193629,3.333019491664385e-05,0.0002606787726051212
ENSMUSG00000048799,4.1489787,1.0353636,3.3396163805509816e-05,0.00026115591710991156
ENSMUSG00000020628,4.1487527,0.6049955,3.342919474175945e-05,0.00026137538538729206
ENSMUSG00000045464,4.1482997,1.3621976,3.3495349735064473e-05,0.00026185373958931437
ENSMUSG00000070327,4.1460366,0.6855345,3.3827994272730276e-05,0.00026441495493606044
ENSMUSG00000065954,4.1455836,-0.11349866,3.3894898640338024e-05,0.00026489857235825276
ENSMUSG00000002280,4.1453576,1.2783725,3.392839793663421e-05,0.0002651210145179154
ENSMUSG00000033554,4.145244,1.4689567,3.394515937505318e-05,0.00026521261820770364
ENSMUSG00000038780,4.145131,2.7115924,3.3961928678284313e-05,0.0002653042561457663
ENSMUSG00000026317,4.1446786,1.1934142,3.4029084608861925e-05,0.0002657894194201004
ENSMUSG00000031311,4.144565,0.77587837,3.40458932883146e-05,0.0002658812520955085
ENSMUSG00000001323,4.144452,0.9496521,3.406270985345381e-05,0.0002659731190990053
ENSMUSG00000025362,4.143886,0.3103085,3.414691108643821e-05,0.0002665910430058976
ENSMUSG00000044609,4.1433206,0.33600074,3.4231309984799824e-05,0.00026717070467970397
ENSMUSG00000020024,4.1433206,0.7532984,3.4231309984799824e-05,0.00026717070467970397
ENSMUSG00000021504,4.142528,0.9943531,3.434980135244587e-05,0.0002680557663435643
ENSMUSG00000037965,4.142302,0.44213316,3.4383727513889314e-05,0.0002682807413906134
ENSMUSG00000022792,4.141736,1.046018,3.446868220270013e-05,0.0002689037433557617
ENSMUSG00000022556,4.1415095,0.15193817,3.450271986613467e-05,0.0002691293958022917
ENSMUSG00000047417,4.140378,0.40588942,3.467338756306232e-05,0.00027042057012436634
ENSMUSG00000031865,4.1378884,0.3066535,3.5051682966562557e-05,0.0002732899399537827
ENSMUSG00000025531,4.1378884,1.4321015,3.5051682966562557e-05,0.0002732899399537827
ENSMUSG00000049624,4.1373224,0.57632124,3.51382041585237e-05,0.0002739239505462164
ENSMUSG00000035517,4.136983,0.6974525,3.5190214184026153e-05,0.00027428877740121434
ENSMUSG00000028709,4.1366434,0.12792829,3.5242297310332135e-05,0.0002746540659204386
ENSMUSG00000044167,4.136304,-0.13034748,3.529445363417376e-05,0.00027501981665260843
ENSMUSG00000044991,4.1351724,1.3264045,3.546883794026778e-05,0.0002762968408796707
ENSMUSG00000020064,4.1351724,0.50853693,3.546883794026778e-05,0.0002762968408796707
ENSMUSG00000030493,4.1343803,2.968881,3.559139343796057e-05,0.00027721050384736494
ENSMUSG00000090137,4.1332483,0.244003,3.576717045775645e-05,0.0002785383613277805
ENSMUSG00000006705,4.1318903,0.53023475,3.597919105041689e-05,0.0002801480325635715
ENSMUSG00000016559,4.1317773,1.0255321,3.5996913198348475e-05,0.00028024456783142584
ENSMUSG00000018841,4.1312113,1.7849207,3.608564833963968e-05,0.0002808938459043588
ENSMUSG00000009647,4.128948,0.6461986,3.644267019417883e-05,0.00028363099043927204
ENSMUSG00000021958,4.125779,0.50043714,3.6948138982286636e-05,0.0002875225079053281
ENSMUSG00000113525,4.124421,1.7834713,3.7166799883392353e-05,0.0002891813272227997
ENSMUSG00000025227,4.1240816,0.71124446,3.7221656756682825e-05,0.00028956534511450743
ENSMUSG00000007034,4.1224976,1.3716644,3.747867341745049e-05,0.000291521716270271
ENSMUSG00000003762,4.122271,1.1538076,3.7515527327498524e-05,0.0002917652624719581
ENSMUSG00000027384,4.122158,1.1056123,3.7533967181209567e-05,0.0002918655483158734
ENSMUSG00000032470,4.1220446,1.7265912,3.7552415639080474e-05,0.0002919658714296366
ENSMUSG00000037709,4.1208,0.88210756,3.775591763193411e-05,0.00029350472315381535
ENSMUSG00000027582,4.120234,1.1580003,3.784876421864362e-05,0.0002941830409646376
ENSMUSG00000024043,4.1184235,1.0047659,3.8147331968885194e-05,0.0002964599092742125
ENSMUSG00000083626,4.1169524,0.91654426,3.839156309117022e-05,0.0002983138935439675
ENSMUSG00000035439,4.116839,2.4472687,3.8410411449936655e-05,0.00029841629772381785
ENSMUSG00000023078,4.1163864,1.4789894,3.8485892757728375e-05,0.00029895859669359367
ENSMUSG00000003380,4.116047,1.0597911,3.854259611286489e-05,0.0002993548899213157
ENSMUSG00000018415,4.113444,0.8321209,3.8979963865365086e-05,0.00030270719652070773
ENSMUSG00000021235,4.1109543,0.6441883,3.940272034552246e-05,0.0003059450638895
ENSMUSG00000021840,4.1091437,0.6787177,3.971290890907352e-05,0.00030830806391415845
ENSMUSG00000035529,4.1086907,0.8081759,3.9790817374753395e-05,0.0003088673445417372
ENSMUSG00000010936,4.108125,1.4960133,3.98884069440917e-05,0.0003095792078898866
ENSMUSG00000056383,4.10688,1.3920904,4.0103904143669315e-05,0.0003112058231617541
ENSMUSG00000057193,4.1066537,-0.19566663,4.014320396673658e-05,0.0003114648708716312
ENSMUSG00000068141,4.1064277,0.27254394,4.018254033544719e-05,0.0003117241257327337
ENSMUSG00000107362,4.106314,0.3734198,4.0202222234407714e-05,0.0003118308531580142
ENSMUSG00000053774,4.1058617,0.9716278,4.028104135426407e-05,0.00031235016097864516
ENSMUSG00000027510,4.1058617,0.78577673,4.028104135426407e-05,0.00031235016097864516
ENSMUSG00000025857,4.1046166,0.79446167,4.049855076985049e-05,0.0003139905314953381
ENSMUSG00000021990,4.1030326,1.4208069,4.077699314313471e-05,0.00031610277040972583
ENSMUSG00000056124,4.102919,1.8877647,4.079695124072502e-05,0.0003162109152564868
ENSMUSG00000061778,4.1024666,-0.102531545,4.087687636268099e-05,0.000316783755039175
ENSMUSG00000044447,4.1008825,2.0345,4.115778594495342e-05,0.00031891376726020436
ENSMUSG00000074476,4.100769,3.5281503,4.117792084959974e-05,0.0003190228204061719
ENSMUSG00000000787,4.099185,0.3899319,4.146079273727206e-05,0.00032116707675041236
ENSMUSG00000031730,4.098732,0.64730686,4.1541951314556977e-05,0.0003217484033833168
ENSMUSG00000000711,4.097374,0.53513813,4.178633242193889e-05,0.00032359355500385104
ENSMUSG00000063455,4.096582,1.3139434,4.19295173299091e-05,0.00032465461520698666
ENSMUSG00000040280,4.096016,0.4644223,4.203207713352061e-05,0.0003254008548315916
ENSMUSG00000044700,4.0955634,1.5371292,4.211429629584545e-05,0.0003259894264453119
ENSMUSG00000019731,4.0935264,0.66609246,4.248617445022717e-05,0.0003288196262846872
ENSMUSG00000022008,4.0933,0.94315696,4.252768601587076e-05,0.00032909251413280996
ENSMUSG00000030055,4.093074,0.9457836,4.256923605831498e-05,0.00032936561945692594
ENSMUSG00000010095,4.092395,0.44705895,4.2694117381918836e-05,0.0003302832984295532
ENSMUSG00000026974,4.0914893,2.042242,4.2861166526058576e-05,0.0003314781606326211
ENSMUSG00000049858,4.0914893,1.3802961,4.2861166526058576e-05,0.0003314781606326211
ENSMUSG00000043483,4.0909233,0.69106674,4.296588691415005e-05,0.00033223922779685653
ENSMUSG00000044393,4.0908103,2.3295405,4.298686009756564e-05,0.00033235258050755956
ENSMUSG00000058174,4.0901313,1.8656832,4.3112903293705266e-05,0.00033327812861910273
ENSMUSG00000046329,4.0893393,0.85055447,4.326039679568983e-05,0.00033436919908045963
ENSMUSG00000041037,4.088094,1.6868379,4.349313978330431e-05,0.00033611876459169074
ENSMUSG00000028086,4.0878677,0.8497074,4.3535584102499694e-05,0.0003363973876716345
ENSMUSG00000051615,4.0871887,0.22838059,4.366315293165899e-05,0.00033733358545586417
ENSMUSG00000059995,4.0869627,1.0426614,4.3705754612628944e-05,0.0003376131640431959
ENSMUSG00000018537,4.085265,0.67138886,4.402652629699306e-05,0.0003400411207877515
ENSMUSG00000052698,4.084586,1.4202949,4.415545918013275e-05,0.0003409869057226331
ENSMUSG00000040365,4.0844727,0.40055305,4.417698278293827e-05,0.00034110307551162364
ENSMUSG00000036986,4.08402,1.0236381,4.426317674964285e-05,0.00034171847629718406
ENSMUSG00000024773,4.083794,0.42178074,4.430633352687631e-05,0.00034200149164403303
ENSMUSG00000040565,4.0815306,0.6015027,4.474010201606181e-05,0.00034529912165944714
ENSMUSG00000025231,4.081078,2.069548,4.4827337681124073e-05,0.0003459216751478737
ENSMUSG00000062110,4.0808516,1.4783121,4.487101598655028e-05,0.0003462079738299707
ENSMUSG00000037343,4.080625,0.68531144,4.4914734653933774e-05,0.000346494499962547
ENSMUSG00000042340,4.079946,1.0324236,4.504613317852679e-05,0.00034745724882545955
ENSMUSG00000042015,4.079041,1.2370031,4.5221898408665244e-05,0.0003487618819983156
ENSMUSG00000038806,4.0788145,-0.06642277,4.526594123608857e-05,0.0003490504076915848
ENSMUSG00000033454,4.078362,0.62235326,4.535414896167808e-05,0.0003496793591250751
ENSMUSG00000090626,4.077909,1.8873725,4.544251968380542e-05,0.0003503093828466289
ENSMUSG00000021945,4.0775695,0.2999389,4.5508904862136966e-05,0.0003507697637023636
ENSMUSG00000026384,4.076325,1.6211928,4.5753104899706814e-05,0.0003526003557102442
